	Station	Elevation	Longitude	Latitude	Gravity	g_norm	delta_obs	g_abs_pred	g_norm_pred	delta_pred	residuos
177	178	428.899	-41.4055	-5.3901	977952.788	977945.6741700274	7.113829972571693	977945.4208250999	977945.6741700274	-0.25334492744877934	7.367174900020473
178	179	423.81199999999995	-41.4152	-5.3877	977953.729	977947.2041505979	6.524849402136169	977946.1743079	977947.2041505979	-1.0298426978988573	7.554692100035027
179	180	393.73699999999997	-41.4238	-5.3875	977960.325	977956.4854297871	3.839570212876424	977954.5289038001	977956.4854297871	-1.9565259870141745	5.796096199890599
180	181	380.494	-41.4327	-5.3838	977962.5109999999	977960.5114853724	1.9995146275032312	977957.5379506	977960.5114853724	-2.973534772405401	4.973049399908632
181	182	369.077	-41.4401	-5.3796	977965.1379999999	977963.9654691177	1.1725308821769431	977960.0248472	977963.9654691177	-3.94062191771809	5.113152799895033
182	183	355.67699999999996	-41.4477	-5.3752	977968.4140000001	977968.028364326	0.3856356741162017	977962.9655341	977968.028364326	-5.062830226030201	5.448465900146402
183	184	374.546	-41.456	-5.3704	977963.9709999999	977962.122417023	1.8485829768469557	977955.685996	977962.122417023	-6.436421023099683	8.285003999946639
184	185	349.68699999999995	-41.4649	-5.369	977968.833	977969.7734587784	-0.940458778408356	977961.9592024001	977969.7734587784	-7.814256378333084	6.873797599924728
185	186	324.77099999999996	-41.4722	-5.3666	977975.0970000001	977977.4254085283	-2.328408528235741	977968.4706774	977977.4254085283	-8.954731128294952	6.626322600059211
186	187	306.617	-41.4813	-5.3677	977978.428	977983.0485583005	-4.620558300521225	977972.7822354999	977983.0485583005	-10.266322800540365	5.6457645000191405
187	188	306.751	-41.49	-5.3698	977977.8840000001	977983.0424485479	-5.158448547823355	977971.5611224001	977983.0424485479	-11.481326147797517	6.322877599974163
188	189	302.342	-41.4987	-5.3716	977978.032	977984.4338804086	-6.401880408637226	977971.7901164	977984.4338804086	-12.643764008651488	6.241883600014262
189	190	307.671	-41.5076	-5.3668	977975.9090000001	977982.7080481164	-6.799048116314225	977969.0566246001	977982.7080481164	-13.651423516334035	6.85237540001981
190	191	271.262	-41.5126	-5.3515	977983.8990000001	977993.6922983782	-9.793298378121108	977979.5222646	977993.6922983782	-14.170033778180368	4.37673540005926
191	192	255.47400000000002	-41.5185	-5.3469	977987.425	977998.4896905562	-11.064690556144342	977983.8158264	977998.4896905562	-14.673864156240597	3.6091736000962555
192	193	249.87	-41.5286	-5.3423	977988.429	978000.1429722834	-11.71397228341084	977984.869699	978000.1429722834	-15.273273283382878	3.559300999972038
193	194	247.949	-41.5343	-5.3368	977989.182	978000.6442100705	-11.46221007045824	977985.1576028999	978000.6442100705	-15.486607170547359	4.024397100089118
194	195	243.615	-41.54	-5.3294	977990.895	978001.8588562988	-10.963856298825704	977986.2617051001	978001.8588562988	-15.597151198773645	4.633294899947941
195	196	235.31400000000002	-41.547	-5.3242	977992.7590000001	978004.3350806768	-11.57608067675028	977988.7237803001	978004.3350806768	-15.61130037670955	4.035219699959271
196	197	236.503	-41.5559	-5.3228	977993.0190000001	978003.9446759776	-10.925675977487117	977988.4409794001	978003.9446759776	-15.503696577507071	4.578020600019954
197	198	241.03	-41.5639	-5.3226	977992.558	978002.5436744712	-9.985674471245147	977987.2247116999	978002.5436744712	-15.318962771329097	5.33328830008395
198	199	247.41400000000002	-41.5728	-5.3212	977991.781	978000.5493711856	-8.76837118563708	977985.5313593	978000.5493711856	-15.018011885578744	6.249640699941665
199	200	250.78	-41.5824	-5.3175	977992.427	977999.4485932027	-7.021593202720396	977984.8418566999	977999.4485932027	-14.606736502842978	7.585143300122581
200	201	269.875	-41.5903	-5.3104	977988.6240000001	977993.4352278126	-4.811227812548168	977979.1463008001	977993.4352278126	-14.288927012472413	9.477699199924245
201	202	272.76599999999996	-41.5968	-5.3045	977988.145	977992.444724358	-4.299724358017556	977978.3247459	977992.444724358	-14.119978458038531	9.820254100020975
202	203	260.194	-41.6036	-5.2982	977990.675	977996.2217021935	-5.546702193445526	977982.1518	977996.2217021935	-14.069902193499729	8.523200000054203
203	204	285.51599999999996	-41.6105	-5.292	977983.978	977988.3011899506	-4.323189950548112	977974.086111	977988.3011899506	-14.21507895051036	9.891888999962248
204	205	275.462	-41.6161	-5.2869	977985.6	977991.3208331643	-5.720833164290525	977976.8674395	977991.3208331643	-14.453393664211035	8.73256049992051
205	206	240.864	-41.6229	-5.2807	977993.36	978001.900096339	-8.54009633907117	977986.9935815	978001.900096339	-14.90651483903639	6.366418499965221
206	207	246.378	-41.6301	-5.2742	977992.47	978000.0903971213	-7.620397121296264	977984.4582961	978000.0903971213	-15.632101021241397	8.011703899945132
207	208	262.496	-41.6366	-5.2683	977988.665	977995.0168550686	-6.351855068583973	977978.5441760999	977995.0168550686	-16.472678968682885	10.120823900098912
208	209	250.52599999999998	-41.6431	-5.2624	977990.723	977998.6152809049	-7.892280904925428	977981.1755809999	977998.6152809049	-17.439699904993176	9.547419000067748
209	210	243.733	-41.6501	-5.2561	977991.35	978000.6089059466	-9.258905946626328	977982.0027791001	978000.6089059466	-18.60612684651278	9.347220899886452
210	211	234.285	-41.6572	-5.2497	977993.179	978003.4207279335	-10.241727933520451	977983.5425844	978003.4207279335	-19.878143533482216	9.636415599961765
211	212	218.97099999999998	-41.664	-5.2436	977994.8470000001	978008.0487021853	-13.201702185207978	977986.9206594999	978008.0487021853	-21.12804268533364	7.9263405001256615
212	213	221.549	-41.6708	-5.2377	977992.577	978007.1560333655	-14.579033365473151	977984.8192232001	978007.1560333655	-22.336810165434144	7.757776799960993
213	214	227.15200000000002	-41.6772	-5.2317	977990.3570000001	978005.3278879424	-14.970887942356057	977981.8677721	978005.3278879424	-23.460115842404775	8.489227900048718
214	215	212.05200000000002	-41.6839	-5.2256	977992.89	978009.8901467151	-17.000146715086885	977985.3640346001	978009.8901467151	-24.52611211501062	7.525965399923734
215	216	204.26	-41.6901	-5.2201	977994.202	978012.2060289106	-18.00402891053818	977986.8260038999	978012.2060289106	-25.380025010672398	7.375996100134216
216	217	201.66099999999997	-41.6959	-5.2149	977993.8879999999	978012.9235835023	-19.035583502380177	977986.8626	978012.9235835023	-26.060983502306044	7.025399999925867
217	218	190.44799999999998	-41.7015	-5.2089	977995.2559999999	978016.2877389699	-21.031738969963044	977989.6362688	978016.2877389699	-26.651470169890672	5.619731199927628
218	219	157.21200000000002	-41.7034	-5.1983	978001.945	978026.3768199388	-24.431819938821718	977999.2468642	978026.3768199388	-27.129955738782883	2.6981357999611646
219	220	134.768	-41.7076	-5.1901	978005.753	978033.1732621503	-27.42026215023361	978005.7366267999	978033.1732621503	-27.43663535034284	0.016373200109228492
220	221	170.00099999999998	-41.709	-5.1784	977997.2209999999	978022.1051604365	-24.88416043657344	977994.5581355	978022.1051604365	-27.54702493653167	2.662864499958232
221	222	182.075	-41.7066	-5.1695	977993.955	978018.2332333878	-24.278233387856744	977990.6845896	978018.2332333878	-27.548643787857145	3.270410400000401
222	223	184.111	-41.705	-5.1612	977993.036	978017.4704808255	-24.43448082555551	977989.9262646999	978017.4704808255	-27.54421612562146	3.1097353000659496
223	224	183.968	-41.704	-5.1531	977992.307	978017.3839314722	-25.076931472169235	977989.8574216999	978017.3839314722	-27.52650977228768	2.4495783001184464
224	225	190.31	-41.7078	-5.1445	977990.397	978015.2872987426	-24.89029874256812	977987.8319338001	978015.2872987426	-27.455364942434244	2.5650661998661235
225	226	200.929	-41.7125	-5.1365	977987.0290000001	978011.8800308516	-24.851030851481482	977984.5392121	978011.8800308516	-27.340818751603365	2.4897879001218826
226	227	225.58	-41.7174	-5.1286	977982.2390000001	978004.1422790672	-21.903279067133553	977976.9387865	978004.1422790672	-27.203492567176	5.300213500042446
227	228	206.521	-41.7229	-5.1215	977986.205	978009.9127881639	-23.707788163912483	977982.8196038	978009.9127881639	-27.09318436391186	3.385396199999377
228	229	196.765	-41.728	-5.1141	977987.1640000001	978012.8064194615	-25.64241946139373	977985.8065922	978012.8064194615	-26.99982726154849	1.3574078001547605
229	230	202.7	-41.7333	-5.1062	977985.8570000001	978010.847680421	-24.990680420887657	977983.9132993999	978010.847680421	-26.934381021070294	1.9437006001826376
230	231	220.46	-41.7362	-5.0972	977983.0140000001	978005.2206811559	-22.206681155832484	977978.3544260999	978005.2206811559	-26.86625505599659	4.659573900164105
231	232	221.166	-41.7369	-5.0883	977982.446	978004.8608725339	-22.414872533874586	977978.0856421	978004.8608725339	-26.77523043390829	4.360357900033705
232	233	225.4	-41.7392	-5.0791	977981.6740000001	978003.4072926093	-21.73329260922037	977976.6919235	978003.4072926093	-26.71536910929717	4.982076500076801
233	234	235.952	-41.7422	-5.0705	977979.1379999999	978000.0128621227	-20.874862122815102	977973.3131716999	978000.0128621227	-26.69969042285811	5.824828300043009
234	235	235.238	-41.7454	-5.0615	977979.681	978000.0906204876	-20.40962048759684	977973.3755446998	978000.0906204876	-26.715075787738897	6.305455300142057
235	236	227.862	-41.7496	-5.0527	977981.748	978002.2286367214	-20.480636721360497	977975.4185576	978002.2286367214	-26.810079121380113	6.329442400019616
236	237	224.465	-41.7606	-5.0494	977982.6290000001	978003.2252739486	-20.59627394855488	977975.906657	978003.2252739486	-27.31861694867257	6.722343000117689
237	238	234.31400000000002	-41.7693	-5.0475	977981.0859999999	978000.1544449955	-19.06844499555882	977972.4040696998	978000.1544449955	-27.75037529563997	8.681930300081149
238	239	234.558	-41.7781	-5.0456	977980.922	978000.049104282	-19.127104282029904	977971.8680363001	978000.049104282	-28.181067981990054	9.05396369996015
239	240	220.92700000000002	-41.7867	-5.0436	977983.912	978004.2260091313	-20.314009131281637	977975.6532448999	978004.2260091313	-28.572764231357723	8.258755100076087
240	241	229.295	-41.7953	-5.0418	977982.223	978001.6140354172	-19.391035417211242	977972.7200619	978001.6140354172	-28.893973517231643	9.502938100020401
241	242	221.489	-41.8041	-5.0398	977984.152	978003.9925368599	-19.84053685993422	977974.8421673	978003.9925368599	-29.150369559880346	9.309832699946128
242	243	202.372	-41.8129	-5.0379	977988.723	978009.8648640363	-21.141864036326297	977980.5452802	978009.8648640363	-29.319583836360835	8.177719800034538
243	244	203.502	-41.8216	-5.036	977988.368	978009.4860290461	-21.11802904610522	977980.1078118	978009.4860290461	-29.378217246150598	8.260188200045377
244	245	221.31799999999998	-41.8304	-5.034	977984.434	978003.9539034533	-19.519903453299776	977974.6169721001	978003.9539034533	-29.33693135320209	9.817027899902314
245	246	222.975	-41.8391	-5.0321	977983.6690000001	978003.4123863283	-19.743386328220367	977974.1827798	978003.4123863283	-29.229606528300792	9.486220200080425
246	247	215.763	-41.8478	-5.031	977983.795	978005.6217301468	-21.826730146771297	977976.5498431999	978005.6217301468	-29.071886946912855	7.245156800141558
247	248	231.801	-41.8563	-5.0283	977982.0059999999	978000.627594792	-18.621594792115502	977971.744545	978000.627594792	-28.883049792028032	10.26145499991253
248	249	227.774	-41.8656	-5.0262	977982.949	978001.8378621659	-18.888862165855244	977973.1511187999	978001.8378621659	-28.68674336594995	9.797881200094707
249	250	219.196	-41.874	-5.0243	977985.51	978004.4563853954	-18.946385395363905	977975.9143736	978004.4563853954	-28.542011795332655	9.59562639996875
250	251	217.623	-41.8831	-5.0223	977986.434	978004.9105979352	-18.47659793519415	977976.461039	978004.9105979352	-28.449558935244568	9.972961000050418
251	252	199.071	-41.8917	-5.0204	977990.1429999999	978010.6085969856	-20.465596985653974	977982.1608934	978010.6085969856	-28.447703585610725	7.982106599956751
252	253	190.412	-41.9011	-5.0183	977992.422	978013.2490576458	-20.827057645772584	977984.6857333	978013.2490576458	-28.56332434574142	7.736266699968837
253	254	198.915	-41.9106	-5.0208	977991.24	978010.6630467717	-19.42304677166976	977982.0077604	978010.6630467717	-28.655286371707916	9.232239600038156
254	255	180.588	-41.9194	-5.0222	977995.2629999999	978016.3434888126	-21.080488812644035	977987.5090101	978016.3434888126	-28.834478712524287	7.753989899880253
255	256	181.668	-41.9274	-5.0226	977995.085	978016.0163261023	-20.931326102348976	977986.9266806999	978016.0163261023	-29.08964540238958	8.158319300040603
256	257	184.11700000000002	-41.9362	-5.0249	977994.844	978015.2963601673	-20.452360167284496	977985.9786713001	978015.2963601673	-29.31768886721693	8.865328699932434
257	258	180.74900000000002	-41.9427	-5.0266	977995.707	978016.3629691285	-20.65596912847832	977986.8715876	978016.3629691285	-29.491381528554484	8.835412400076166
258	259	184.989	-41.9513	-5.0248	977994.964	978015.0255579345	-20.06155793450307	977985.0375039	978015.0255579345	-29.98805403453298	9.926496100029908
259	260	187.997	-41.9575	-5.015	977993.8609999999	978013.9428736566	-20.081873656716198	977982.9764055001	978013.9428736566	-30.966468156548217	10.88459449983202
260	261	186.34400000000002	-41.967	-5.008	977994.4	978014.3434423446	-19.943442344549112	977982.4123339001	978014.3434423446	-31.93110844446346	11.98766609991435
261	262	180.86599999999999	-41.9753	-5.0026	977996.657	978015.9501791559	-19.293179155909456	977983.2673001	978015.9501791559	-32.68287905596662	13.389699900057167
262	263	164.66099999999997	-41.9833	-4.998	978000.181	978020.881504036	-20.700504036038183	977987.5829086	978020.881504036	-33.29859543603379	12.59809139999561
263	264	155.68	-41.9931	-4.9953	978002.724	978023.6121914854	-20.888191485311836	977989.8911325	978023.6121914854	-33.72105898533482	12.832867500022985
264	265	153.83	-42.0013	-4.993	978001.646	978024.1474348704	-22.501434870413505	977990.2008228	978024.1474348704	-33.946612070314586	11.445177199901082
265	266	146.864	-42.0084	-4.9922	978002.968	978026.2857184536	-23.317718453588895	977992.3047911	978026.2857184536	-33.98092735360842	10.663208900019526
266	267	139.249	-42.0149	-4.9911	978004.281	978028.6197072384	-24.338707238435745	977994.6606032	978028.6197072384	-33.95910403842572	9.620396799989976
267	268	138.654	-42.0221	-4.989	978004.4859999999	978028.7706187401	-24.28461874020286	977994.8768320999	978028.7706187401	-33.89378664025571	9.609167900052853
268	269	139.78	-42.0294	-4.9878	978004.193	978028.4042233962	-24.211223396239802	977994.7104555	978028.4042233962	-33.693767896154895	9.482544499915093
269	270	152.778	-42.0355	-4.9864	978001.189	978024.3691704758	-23.180170475738123	977990.8851907	978024.3691704758	-33.483979775803164	10.30380930006504
270	271	150.493	-42.0425	-4.9831	978001.433	978025.0231881491	-23.590188149129972	977991.7326873001	978025.0231881491	-33.290500849019736	9.700312699889764
271	272	138.134	-42.0469	-4.9729	978002.058	978028.6801713734	-26.622171373455785	977995.1861065001	978028.6801713734	-33.49406487331726	6.871893499861471
272	273	139.042	-42.0456	-4.9623	978002.454	978028.235004045	-25.781004044925794	977994.3060634001	978028.235004045	-33.928940644836985	8.14793659991119
273	274	142.499	-42.0445	-4.9535	978000.6590000001	978027.0310700226	-26.372070022509433	977992.8156275	978027.0310700226	-34.21544252266176	7.843372500152327
274	275	139.308	-42.0434	-4.9446	978000.839	978027.8784384374	-27.039438437321223	977993.430745	978027.8784384374	-34.447693437337875	7.408255000016652
275	276	138.349	-42.0422	-4.9356	978001.002	978028.0353642388	-27.03336423879955	977993.4058589	978028.0353642388	-34.62950533872936	7.59614109992981
276	277	135.075	-42.0448	-4.9265	978001.1140000001	978028.9057709603	-27.791770960204303	977994.2466945	978028.9057709603	-34.659076460287906	6.867305500083603
277	278	142.483	-42.0481	-4.9161	977998.839	978026.4582893153	-27.61928931530565	977991.7545976	978026.4582893153	-34.70369171537459	7.084402400068939
278	279	133.282	-42.0526	-4.9065	977999.587	978029.1515653977	-29.5645653976826	977994.3711375999	978029.1515653977	-34.7804277978139	5.2158624001313
279	280	144.375	-42.0586	-4.8998	977996.582	978025.6236927297	-29.041692729690112	977990.7782181	978025.6236927297	-34.845474629779346	5.803781900089234
280	281	152.014	-42.0624	-4.8919	977994.3759999999	978023.1440348787	-28.768034878768958	977988.1185799	978023.1440348787	-35.025454978691414	6.257420099922456
281	282	137.562	-42.0684	-4.8841	977997.277	978027.4868143557	-30.20981435570866	977992.2103055001	978027.4868143557	-35.27650885563344	5.066694499924779
282	283	134.681	-42.0734	-4.8776	977997.964	978028.277023821	-30.31302382098511	977992.7442049999	978028.277023821	-35.53281882114243	5.219795000157319
283	284	133.42700000000002	-42.0786	-4.8702	977997.679	978028.5512940674	-30.872294067405164	977992.6909101	978028.5512940674	-35.86038396740332	4.988089899998158
284	285	135.221	-42.0836	-4.8623	977997.678	978027.8770309275	-30.199030927498825	977991.6515741999	978027.8770309275	-36.22545672755223	6.026425800053403
285	286	134.691	-42.0857	-4.8536	977998.09	978027.9083554555	-29.818355455528945	977991.3344958	978027.9083554555	-36.57385965553112	6.7555042000021785
286	287	128.015	-42.0892	-4.8453	977999.3979999999	978029.8436065159	-30.44560651597567	977992.9329500999	978029.8436065159	-36.91065641597379	6.465049899998121
287	288	123.865	-42.093	-4.8379	978000.875	978031.0127837583	-30.137783758342266	977993.8217042	978031.0127837583	-37.19107955833897	7.053295799996704
288	289	121.014	-42.0966	-4.8308	978001.18	978031.7855924243	-30.605592424282804	977994.3652255	978031.7855924243	-37.4203669243725	6.8147745000896975
289	290	119.945	-42.1029	-4.8224	978001.521	978031.9887188007	-30.46771880076267	977994.3304018	978031.9887188007	-37.65831700072158	7.190598199958913
290	291	118.31200000000001	-42.1085	-4.8156	978002.4090000001	978032.3903244779	-29.981324477819726	977994.6012701	978032.3903244779	-37.78905437793583	7.807729900116101
291	292	122.149	-42.1148	-4.8082	978002.005	978031.0941272067	-29.089127206709236	977993.2476115	978031.0941272067	-37.84651570674032	8.757388500031084
292	293	124.245	-42.1224	-4.8032	978001.045	978030.3717350754	-29.32673507533036	977992.5626398	978030.3717350754	-37.8090952753555	8.482360200025141
293	294	117.428	-42.1312	-4.8	978002.168	978032.4284371894	-30.260437189484946	977994.7532247	978032.4284371894	-37.67521248944104	7.414775299956091
294	295	117.791	-42.1403	-4.8036	978001.415	978032.3704822023	-30.955482202232815	977994.9414956999	978032.3704822023	-37.42898650234565	6.473504300112836
295	296	116.249	-42.1476	-4.8079	978001.3829999999	978032.9112912763	-31.52829127642326	977995.7484495001	978032.9112912763	-37.16284177626949	5.6345504998462275
296	297	115.994	-42.1554	-4.8143	978000.2320000001	978033.086431349	-32.85443134896923	977996.2728344	978033.086431349	-36.8135969490977	3.959165600128472
297	298	119.432	-42.1612	-4.8245	977999.093	978032.1788260512	-33.08582605118863	977995.7302018	978032.1788260512	-36.448624251177534	3.3627981999889016
298	299	123.382	-42.1667	-4.8344	977999.689	978031.108919984	-31.419919983949512	977995.0545421999	978031.108919984	-36.0543777840212	4.6344578000716865
299	300	125.625	-42.1724	-4.839	978000.113	978030.4860318799	-30.37303187989164	977994.716661	978030.4860318799	-35.769370879861526	5.396338999969885
300	301	128.135	-42.1819	-4.837	977999.498	978029.6807549564	-30.18275495641865	977994.1132064001	978029.6807549564	-35.56754855636973	5.384793599951081
301	302	126.699	-42.1886	-4.844	977999.7	978030.23021444	-30.530214440077543	977994.919517	978030.23021444	-35.31069744005799	4.78048299998045
302	303	126.831	-42.1946	-4.8503	977999.87	978030.285062758	-30.41506275802385	977995.158011	978030.285062758	-35.12705175799783	4.711988999973983
303	304	129.719	-42.202	-4.8576	978000.082	978029.5043034347	-29.422303434694186	977994.5250976	978029.5043034347	-34.97920583479572	5.556902400101535
304	305	124.194	-42.2096	-4.8618	978002.0129999999	978031.2740920658	-29.26109206583351	977996.2924309	978031.2740920658	-34.981661165715195	5.720569099881686
305	306	122.40899999999999	-42.2172	-4.8681	978002.463	978031.921178514	-29.458178514032625	977996.9062181	978031.921178514	-35.01496041403152	5.556781899998896
306	307	123.46	-42.2233	-4.8754	978002.431	978031.7080096903	-29.277009690296836	977996.6678215	978031.7080096903	-35.04018819029443	5.7631784999975935
307	308	126.947	-42.2281	-4.8822	978001.069	978030.7352285826	-29.666228582616895	977995.6815058001	978030.7352285826	-35.053722782526165	5.38749419990927
308	309	127.236	-42.234	-4.8888	978001.6390000001	978030.7469394683	-29.107939468231052	977995.6204821998	978030.7469394683	-35.12645726848859	6.018517800257541
309	310	129.466	-42.2402	-4.8917	978001.275	978030.1028051919	-28.827805191860534	977994.7873200001	978030.1028051919	-35.31548519176431	6.487679999903776
310	311	133.622	-42.2461	-4.9025	978000.6479999999	978028.9851754082	-28.337175408261828	977993.7095290001	978028.9851754082	-35.275646408088505	6.938470999826677
311	312	133.673	-42.2511	-4.9101	978000.4890000001	978029.086155095	-28.597155094961636	977993.8255472	978029.086155095	-35.26060789497569	6.663452800014056
312	313	131.188	-42.2567	-4.9164	978001.2540000001	978029.9503126761	-28.696312676067464	977994.6574546999	978029.9503126761	-35.292857976281084	6.59654530021362
313	314	126.62	-42.2654	-4.9207	978001.7990000001	978031.4269240946	-29.627924094442278	977995.9218296	978031.4269240946	-35.505094494554214	5.877170400111936
314	315	127.617	-42.2735	-4.9227	978001.7420000001	978031.149905264	-29.407905263942666	977995.4049836	978031.149905264	-35.74492166400887	6.337016400066204
315	316	130.707	-42.2819	-4.9251	978001.161	978030.2328356355	-29.07183563557919	977994.2830678001	978030.2328356355	-35.94976783543825	6.87793219985906
316	317	130.72	-42.2905	-4.9294	978000.7790000001	978030.2951435283	-29.5161435281625	977994.2318924	978030.2951435283	-36.06325112830382	6.547107600141317
317	318	133.958	-42.2987	-4.9335	978000.432	978029.3586777704	-28.92667777033057	977993.2083034001	978029.3586777704	-36.15037437027786	7.223696599947289
318	319	134.947	-42.307	-4.9365	978000.082	978029.0996602263	-29.017660226207227	977992.8271049	978029.0996602263	-36.27255532622803	7.2548951000208035
319	320	154.371	-42.3158	-4.9384	977995.755	978023.1317585788	-27.376758578815497	977986.7049668002	978023.1317585788	-36.4267917786492	9.050033199833706
320	321	151.842	-42.324	-4.9402	977996.3520000001	978023.9404279314	-27.58842793130316	977987.3643569	978023.9404279314	-36.57607103139162	8.987643100088462
321	322	153.56	-42.3321	-4.942	977996.3859999999	978023.4378279677	-27.051827967748977	977986.7216886999	978023.4378279677	-36.71613926778082	9.66431130003184
322	323	144.718	-42.3408	-4.9488	977997.803	978026.2731018467	-28.470101846731268	977989.4905291001	978026.2731018467	-36.7825727466261	8.312470899894834
323	324	139.24200000000002	-42.349	-4.9504	977998.51	978027.9886376861	-29.47863768611569	977991.0437248001	978027.9886376861	-36.94491288601421	7.466275199898519
324	325	141.786	-42.357	-4.9547	977997.87	978027.2698212162	-29.399821216240525	977990.2181983	978027.2698212162	-37.05162291624583	7.651801700005308
325	326	142.42700000000002	-42.3633	-4.9586	977997.382	978027.132416481	-29.750416481052525	977990.0057276	978027.132416481	-37.126688881078735	7.37627240002621
326	327	148.881	-42.3703	-4.9667	977995.9609999999	978025.265530242	-29.30453024210874	977988.1102629	978025.265530242	-37.15526734199375	7.850737099885009
327	328	159.893	-42.3771	-4.9749	977993.45	978021.9931118872	-28.5431118872948	977984.8402152001	978021.9931118872	-37.15289668715559	8.60978479986079
328	329	162.558	-42.3835	-4.9813	977992.718	978021.2700053393	-28.552005339297466	977984.1335524999	978021.2700053393	-37.13645283936057	8.584447500063106
329	330	166.673	-42.3909	-4.9873	977992.015	978020.0930917877	-28.078091787640005	977983.0207914	978020.0930917877	-37.072300387662835	8.99420860002283
330	331	169.115	-42.397	-4.993	977991.3990000001	978019.4281456285	-28.029145628446713	977982.4741678002	978019.4281456285	-36.95397782837972	8.924832199933007
331	332	165.42700000000002	-42.406	-4.9951	977991.694	978020.5996480426	-28.90564804256428	977983.8617728001	978020.5996480426	-36.73787524248473	7.832227199920453
332	333	164.68599999999998	-42.4126	-5.0022	977991.747	978020.939513022	-29.192513021989726	977984.5135997	978020.939513022	-36.42591332201846	7.233400300028734
333	334	157.39	-42.4194	-5.0085	977993.103	978023.2908692219	-30.187869221903384	977987.2577073	978023.2908692219	-36.033161921892315	5.845292699988931
334	335	162.616	-42.4235	-5.0156	977992.525	978021.7886992658	-29.263699265778996	977986.0804765	978021.7886992658	-35.70822276582476	6.4445235000457615
335	336	167.321	-42.4306	-5.0231	977991.6359999999	978020.4538374487	-28.81783744879067	977985.313219	978020.4538374487	-35.140618448727764	6.322780999937095
336	337	175.9	-42.4383	-5.0297	977990.093	978017.9088830162	-27.815883016213775	977983.4478657	978017.9088830162	-34.46101731620729	6.645134299993515
337	338	177.87400000000002	-42.4446	-5.0351	977989.6329999999	978017.3844568066	-27.75145680666901	977983.5258694	978017.3844568066	-33.85858740657568	6.107130599906668
338	339	177.45	-42.4532	-5.0388	977989.556	978017.5736925626	-28.01769256265834	977984.5316028999	978017.5736925626	-33.04208966274746	5.024397100089118
339	340	183.412	-42.4631	-5.0391	977987.9959999999	978015.7376550593	-27.741655059391633	977983.5561564001	978015.7376550593	-32.181498659192584	4.439843599800952
340	341	176.75	-42.4713	-5.0394	977989.155	978017.7992802165	-28.644280216423795	977986.2691674	978017.7992802165	-31.530112816486508	2.885832600062713
341	342	181.58900000000003	-42.48	-5.0399	977987.791	978016.3131233249	-28.52212332491763	977985.3737601	978016.3131233249	-30.939363224897534	2.4172398999799043
342	343	183.774	-42.4883	-5.0398	977986.3990000001	978015.6369276753	-29.237927675247192	977985.1234573	978015.6369276753	-30.513470375328325	1.2755427000811324
343	344	192.752	-42.4961	-5.0399	977985.238	978012.8665561466	-27.628556146635674	977982.6328833001	978012.8665561466	-30.233672846574336	2.6051166999386624
344	345	215.77599999999998	-42.5045	-5.0437	977980.1429999999	978005.817931323	-25.674931323039345	977975.8971304001	978005.817931323	-29.920800922904164	4.245869599864818
345	346	245.09799999999998	-42.5132	-5.047	977974.303	977996.817078447	-22.514078447013162	977967.0452732	977996.817078447	-29.771805246942677	7.2577267999295145
346	347	237.727	-42.5233	-5.0471	977976.975	977999.094389976	-22.11938997602556	977969.2005974001	977999.094389976	-29.893792575923726	7.774402599898167
347	348	219.047	-42.5334	-5.0464	977981.552	978004.8506568567	-23.298656856641173	977974.6377307	978004.8506568567	-30.21292615670245	6.914269300061278
348	349	185.653	-42.5431	-5.045	977989.421	978015.1388461498	-25.71784614981152	977984.4723379	978015.1388461498	-30.666508249822073	4.9486621000105515
349	350	179.40400000000002	-42.5514	-5.0438	977991.4079999999	978017.0492798571	-25.641279857140034	977985.921635	978017.0492798571	-31.12764485704247	5.486364999902435
350	351	183.112	-42.5609	-5.0481	977990.738	978015.9723383426	-25.234338342561387	977984.5060778	978015.9723383426	-31.466260542627424	6.2319222000660375
351	352	174.372	-42.5692	-5.0486	977992.301	978018.6787163098	-26.377716309856623	977986.787284	978018.6787163098	-31.89143230987247	5.513716000015847
352	353	159.99	-42.5781	-5.052	977995.712	978023.172925669	-27.460925668943673	977990.9197206999	978023.172925669	-32.25320496910717	4.7922793001635
353	354	156.071	-42.5865	-5.0551	977997.205	978024.4319568782	-27.226956878206693	977991.8384725001	978024.4319568782	-32.59348437807057	5.366527499863878
354	355	154.374	-42.5953	-5.0584	977998.47	978025.0081344707	-26.538134470698424	977992.0756296	978025.0081344707	-32.93250487069599	6.39437039999757
355	356	156.632	-42.6032	-5.0621	977998.2540000001	978024.3695609184	-26.11556091834791	977991.144362	978024.3695609184	-33.22519891837146	7.109638000023551
356	357	140.32299999999998	-42.6107	-5.0659	978002.377	978029.465262678	-27.088262678007595	977995.9586232001	978029.465262678	-33.50663947791327	6.418376799905673
357	358	135.976	-42.6197	-5.0703	978003.54	978030.8772105381	-27.33721053809859	977997.0275615	978030.8772105381	-33.84964903816581	6.512438500067219
358	359	133.595	-42.6283	-5.0713	978003.79	978031.6282288596	-27.838228859589435	977997.5795156	978031.6282288596	-34.04871325963177	6.210484400042333
359	360	133.739	-42.6376	-5.0676	978004.428	978031.5250701196	-27.097070119692944	977997.5337860001	978031.5250701196	-33.991284119547345	6.894213999854401
